1.002599999999999714e+00 9.909977755555557932e-01 6.204739818621345972e-03
1.004910935916308423e+00 9.909948997241925239e-01 6.151130120118059909e-03
1.007227198408329638e+00 9.909948774397200344e-01 6.198555387893618825e-03
1.009548799753516857e+00 9.910212147172038355e-01 6.238218381649979216e-03
1.011875752257622718e+00 9.910412541374077344e-01 6.356303417804199871e-03
1.014208068254764283e+00 9.910282449970678753e-01 6.443444184201591041e-03
1.016545760107486096e+00 9.910100332783819965e-01 6.566845782561054126e-03
1.018888840206831459e+00 9.909747569057754113e-01 6.620034598076451546e-03
1.021237320972401053e+00 9.909467396630406988e-01 6.686661983423670616e-03
1.023591214852422882e+00 9.909347348042529813e-01 6.701343442119330959e-03
1.025950534323817775e+00 9.909188262072057274e-01 6.732344433062665938e-03
1.028315291892264671e+00 9.908971229877443498e-01 6.750567633252245632e-03
1.030685500092268114e+00 9.908442437800634162e-01 6.774671253279231260e-03
1.033061171487222873e+00 9.907600658236366264e-01 6.808296332962002727e-03
1.035442318669482775e+00 9.906673764708178176e-01 6.826875072227623666e-03
1.037828954260425540e+00 9.905690470844694673e-01 6.857707106122513767e-03
1.040221090910520507e+00 9.905176489454347033e-01 6.801710211545780767e-03
1.042618741299395468e+00 9.904845613700682394e-01 6.756971415166582173e-03
1.045021918135905725e+00 9.904881739740410973e-01 6.645407760380001028e-03
1.047430634158197815e+00 9.904987455610276825e-01 6.589477050562455966e-03
1.049844902133779456e+00 9.904904520255096712e-01 6.524040310682406064e-03
1.052264734859587048e+00 9.904803497591676553e-01 6.517997838405024426e-03
1.054690145162052506e+00 9.904601919046533975e-01 6.518643769494121380e-03
1.057121145897172987e+00 9.904448877383988936e-01 6.557588115235694730e-03
1.059557749950577277e+00 9.904438589500215162e-01 6.572467616296736974e-03
1.061999970237594848e+00 9.904420278141546907e-01 6.602869772511198165e-03
1.064447819703324694e+00 9.904390359981402048e-01 6.624174815698943321e-03
1.066901311322703272e+00 9.904200467669562746e-01 6.665151075907853155e-03
1.069360458100572231e+00 9.903889795459959178e-01 6.738930693416866208e-03
1.071825273071751905e+00 9.903485723858171941e-01 6.826760545500581631e-03
1.074295769301104375e+00 9.903048171526012133e-01 6.974730620180328265e-03
1.076771959883606300e+00 9.902679284097045675e-01 7.049976266762671313e-03
1.079253857944417305e+00 9.902324229432963865e-01 7.163377617967818696e-03
1.081741476638949928e+00 9.902042299314254281e-01 7.161630132367991126e-03
1.084234829152939339e+00 9.901800869795225335e-01 7.191192850486913431e-03
1.086733928702512619e+00 9.901657588087728890e-01 7.180806756279459711e-03
1.089238788534260038e+00 9.901583898854638965e-01 7.171608789558615860e-03
1.091749421925303665e+00 9.901581667180516799e-01 7.159592569537283867e-03
1.094265842183369086e+00 9.901431295823783785e-01 7.115096350513089481e-03
1.096788062646854023e+00 9.901217467577824172e-01 7.101920573306470287e-03
1.099316096684904487e+00 9.900543015261865643e-01 7.035255169000349980e-03
1.101849957697476956e+00 9.899793076936960201e-01 7.021615533977935801e-03
1.104389659115416755e+00 9.898842946417599764e-01 7.020960572391148936e-03
1.106935214400525114e+00 9.897955986996817002e-01 7.076463913333256098e-03
1.109486637045632884e+00 9.897179787529889472e-01 7.160245360400582619e-03
1.112043940574670708e+00 9.896454979142741415e-01 7.244971886250397078e-03
1.114607138542740961e+00 9.895763485290918204e-01 7.370206736195440353e-03
1.117176244536190577e+00 9.894924347396254483e-01 7.482628299645881741e-03
1.119751272172681222e+00 9.894053833930871455e-01 7.650329919933312670e-03
1.122332235101263009e+00 9.893153364642445213e-01 7.794022436952268915e-03
1.124919147002445330e+00 9.892335994112484432e-01 7.965572194582151364e-03
1.127512021588273239e+00 9.891671642024164601e-01 8.129080066318062486e-03
1.130110872602394734e+00 9.891019003594604397e-01 8.241808179598682921e-03
1.132715713820136472e+00 9.890373002972607797e-01 8.346915347833640253e-03
1.135326559048576600e+00 9.889292514866362405e-01 8.382574175183293494e-03
1.137943422126618032e+00 9.888070333827978509e-01 8.474139034952444041e-03
1.140566316925061718e+00 9.886421990163540841e-01 8.606786384320812971e-03
1.143195257346679705e+00 9.884786713570028471e-01 8.795220290096786298e-03
1.145830257326288848e+00 9.883167945249214936e-01 9.033475651375045060e-03
1.148471330830825643e+00 9.881892838059342932e-01 9.210501855597092585e-03
1.151118491859418835e+00 9.880749873746562661e-01 9.402224035153538759e-03
1.153771754443464026e+00 9.879963328793865962e-01 9.383449894409638670e-03
1.156431132646701609e+00 9.879205905195553861e-01 9.356430059641129490e-03
1.159096640565283831e+00 9.878504284277866976e-01 9.262972278295171155e-03
