0.99992 1.00008 0.9982340627049985
1.00008 1.00024 0.9982165288215114
1.00024 1.00040 0.9981986703785843
1.00040 1.00056 0.9981805295826565
1.00056 1.00072 0.9981621496849479
1.00072 1.00088 0.9981435748573771
1.00088 1.00104 0.9981248500641311
1.00104 1.00120 0.9981060209292892
1.00120 1.00136 0.9980871336009217
1.00136 1.00152 0.9980682346120955
1.00152 1.00168 0.9980493707392389
1.00168 1.00184 0.9980305888583284
1.00184 1.00200 0.9980119357993680
1.00200 1.00216 0.9979934581996516
1.00216 1.00232 0.9979752023562938
1.00232 1.00248 0.9979572140785324
1.00248 1.00264 0.9979395385403034
1.00264 1.00280 0.9979222201335947
1.00280 1.00296 0.9979053023230868
1.00296 1.00312 0.9978888275025838
1.00312 1.00328 0.9978728368537408
1.00328 1.00344 0.9978573702075849
1.00344 1.00360 0.9978424659093225
1.00360 1.00376 0.9978281606869179
1.00376 1.00392 0.9978144895239175
1.00392 1.00408 0.9978014855369810
1.00408 1.00424 0.9977891798585707
1.00424 1.00440 0.9977776015252328
1.00440 1.00456 0.9977667773718859
1.00456 1.00472 0.9977567319325199
1.00472 1.00488 0.9977474873476810
1.00488 1.00504 0.9977390632791016
1.00504 1.00520 0.9977314768318114
1.00520 1.00536 0.9977247424840405
1.00536 1.00552 0.9977188720251998
1.00552 1.00568 0.9977138745021986
1.00568 1.00584 0.9977097561743319
1.00584 1.00600 0.9977065204769404
1.00600 1.00616 0.9977041679940187
1.00616 1.00632 0.9977026964399148
1.00632 1.00648 0.9977021006502353
1.00648 1.00664 0.9977023725820389
1.00664 1.00680 0.9977035013233678
1.00680 1.00696 0.9977054731121391
1.00696 1.00712 0.9977082713643763
1.00712 1.00728 0.9977118767117430
1.00728 1.00744 0.9977162670482945
1.00744 1.00760 0.9977214175863403
1.00760 1.00776 0.9977273009212739
1.00776 1.00792 0.9977338871051977
1.00792 1.00808 0.9977411437291354
1.00808 1.00824 0.9977490360136002
1.00824 1.00840 0.9977575269072511
1.00840 1.00856 0.9977665771933444
1.00856 1.00872 0.9977761456036576
1.00872 1.00888 0.9977861889395369
1.00888 1.00904 0.9977966621996941
1.00904 1.00920 0.9978075187143516
1.00920 1.00936 0.9978187102853124
1.00936 1.00952 0.9978301873315125
1.00952 1.00968 0.9978418990395856
1.00968 1.00984 0.9978537935189592
1.00984 1.01000 0.9978658179609784
1.01000 1.01016 0.9978779188015396
