9.999200000000000310e-01 1.000080000000000080e+00 9.982318129083467273e-01 1.343184870430966975e-03
1.000080000000000080e+00 1.000240000000000018e+00 9.982309094860645216e-01 1.345444771646782389e-03
1.000240000000000018e+00 1.000399999999999956e+00 9.982300483180615025e-01 1.347731341955516653e-03
1.000399999999999956e+00 1.000559999999999894e+00 9.982292268530957857e-01 1.350043141163691836e-03
1.000559999999999894e+00 1.000720000000000054e+00 9.982284424518674815e-01 1.352378607551830243e-03
1.000720000000000054e+00 1.000879999999999992e+00 9.982276924000826890e-01 1.354736066345463893e-03
1.000879999999999992e+00 1.001039999999999930e+00 9.982269739217667359e-01 1.357113738214820939e-03
1.001039999999999930e+00 1.001200000000000090e+00 9.982262841927542762e-01 1.359509747704614000e-03
1.001200000000000090e+00 1.001360000000000028e+00 9.982256203543095063e-01 1.361922131502879985e-03
1.001360000000000028e+00 1.001519999999999966e+00 9.982249795267992276e-01 1.364348846466903768e-03
1.001519999999999966e+00 1.001679999999999904e+00 9.982243588233622456e-01 1.366787777333310083e-03
1.001679999999999904e+00 1.001840000000000064e+00 9.982237553635183724e-01 1.369236744050280827e-03
1.001840000000000064e+00 1.002000000000000002e+00 9.982231662866477562e-01 1.371693508680183696e-03
1.002000000000000002e+00 1.002159999999999940e+00 9.982225887652822482e-01 1.374155781832367461e-03
1.002159999999999940e+00 1.002320000000000100e+00 9.982220200181529668e-01 1.376621228596631606e-03
1.002320000000000100e+00 1.002480000000000038e+00 9.982214573229295507e-01 1.379087473959500097e-03
1.002480000000000038e+00 1.002639999999999976e+00 9.982208980285993682e-01 1.381552107695724818e-03
1.002639999999999976e+00 1.002799999999999914e+00 9.982203395674331681e-01 1.384012688738470121e-03
1.002799999999999914e+00 1.002960000000000074e+00 9.982197794664778856e-01 1.386466749040905083e-03
1.002960000000000074e+00 1.003120000000000012e+00 9.982192153585319749e-01 1.388911796951554064e-03
1.003120000000000012e+00 1.003279999999999950e+00 9.982186449925585237e-01 1.391345320133820923e-03
1.003279999999999950e+00 1.003440000000000110e+00 9.982180662434813057e-01 1.393764788067506028e-03
1.003440000000000110e+00 1.003600000000000048e+00 9.982174771213364606e-01 1.396167654176494900e-03
1.003600000000000048e+00 1.003759999999999986e+00 9.982168757797191816e-01 1.398551357632213605e-03
1.003759999999999986e+00 1.003919999999999924e+00 9.982162605235211927e-01 1.400913324886375990e-03
1.003919999999999924e+00 1.004080000000000084e+00 9.982156298158977314e-01 1.403250970989647611e-03
1.004080000000000084e+00 1.004240000000000022e+00 9.982149822844489373e-01 1.405561700754827913e-03
